Full_Name,Hire_Date,Termination_Date,Service_Days,Service_Years
"Judy Conrard",2008-06-21,2022-03-24,5024,13.7644
"Ariadne Scarrisbrick",2009-07-05,2023-04-03,5020,13.7534
"Alia Hallwood",2001-04-18,2015-01-12,5017,13.7452
"Sib O'Kinneally",2002-12-23,2016-09-12,5012,13.7315
"Abba Stanlock",2008-10-26,2022-07-17,5012,13.7315
"Sari Duinbleton",2002-01-01,2015-09-20,5010,13.7260
"Michale Callam",2005-12-29,2019-08-27,4989,13.6685
"Skell Merner",2006-04-16,2019-12-07,4983,13.6521
"Othilie Absolon",2008-08-14,2022-04-04,4981,13.6466
"West Ducastel",2006-01-01,2019-08-19,4978,13.6384
"Tallia Sausman",2007-06-10,2021-01-18,4971,13.6192
"Gianina Dartnell",2003-11-19,2017-06-21,4963,13.5973
"Jody Bridgestock",2009-09-08,2023-04-10,4962,13.5945
"Norine de Clerq",2009-05-13,2022-12-09,4958,13.5836
"Fergus Aisthorpe",2001-05-10,2014-12-01,4953,13.5699
"Mile Gehrtz",2007-02-01,2020-08-22,4951,13.5644
"Bili Tombling",2010-06-21,2024-01-10,4951,13.5644
"Georgine Gatesman",2002-11-23,2016-06-11,4949,13.5589
"Perrine Ahmed",2007-09-22,2021-04-03,4942,13.5397
"Allene Flemmich",2006-12-07,2020-06-16,4940,13.5342
"Elaina Heinig",2004-10-15,2018-04-25,4940,13.5342
"Patricia O' Clovan",2001-06-05,2014-12-13,4939,13.5315
"Elisa Bishop",2004-07-13,2018-01-18,4937,13.5260
"Debby Cranch",2001-12-30,2015-06-24,4924,13.4904
"Zilvia Corck",2006-06-30,2019-12-21,4922,13.4849
"Clementina Darkott",2003-09-09,2017-02-28,4921,13.4822
"Burch Christopherson",2006-03-20,2019-09-05,4917,13.4712
"Lizabeth McLice",2005-11-10,2019-04-28,4917,13.4712
"Pegeen McKilroe",2006-04-28,2019-10-05,4908,13.4466
"Karlie Margery",2009-05-04,2022-09-30,4897,13.4164
"Krystyna Shilling",2010-04-01,2023-08-27,4896,13.4137
"Lorna Lapsley",2005-06-14,2018-11-06,4893,13.4055
"Skippie Aspole",2001-07-18,2014-12-08,4891,13.4000
"Tabb Broune",2006-04-25,2019-09-13,4889,13.3945
"Jennette Dwane",2001-05-01,2014-09-15,4885,13.3836
"Glad Jaskowicz",2008-09-03,2022-01-07,4874,13.3534
"Barbette Stanlick",2010-10-24,2024-02-27,4874,13.3534
"Halette Malley",2006-12-15,2020-04-17,4872,13.3479
"Andriette Renish",2007-11-27,2021-03-24,4866,13.3315
"Kimmy Eastby",2004-08-05,2017-11-27,4862,13.3205
"Godiva Fiddymont",2009-11-18,2023-03-11,4861,13.3178
"Raphaela Tomasik",2006-06-23,2019-10-12,4859,13.3123
"Carmelle Shugg",2009-03-16,2022-07-02,4856,13.3041
"Sibel Mordecai",2007-12-21,2021-04-05,4854,13.2986
"Lancelot Strutt",2004-09-18,2017-12-11,4832,13.2384
"Giorgio Daish",2006-01-14,2019-04-07,4831,13.2356
"Judie Parkisson",2009-05-04,2022-07-24,4829,13.2301
"Larina Pagel",2001-04-20,2014-07-09,4828,13.2274
"Tann Scrowton",2002-10-24,2016-01-10,4826,13.2219
"Saleem Scutching",2009-01-20,2022-03-30,4817,13.1973
"Leonanie Marginson",2008-10-15,2021-12-21,4815,13.1918
"Darci Tulloch",2009-07-17,2022-09-15,4808,13.1726
"Leela Caulliere",2003-05-21,2016-07-18,4807,13.1699
"Maximilianus Keizman",2007-12-31,2021-02-23,4803,13.1589
"Corbet Roarty",2005-03-10,2018-04-30,4799,13.1479
"Germana Fransson",2005-12-18,2019-02-04,4796,13.1397
"Ethelda Stuart",2006-06-12,2019-07-30,4796,13.1397
"Imojean Roby",2009-02-23,2022-04-12,4796,13.1397
"Glynda Saice",2003-01-02,2016-02-14,4791,13.1260
"Onfre Cowope",2003-10-15,2016-11-24,4789,13.1205
"Hugibert Aingell",2007-12-05,2021-01-13,4788,13.1178
"Sutton Bosse",2001-09-27,2014-11-02,4784,13.1068
"Vivi Conerding",2004-11-07,2017-12-10,4781,13.0986
"Emma Stopforth",2006-01-16,2019-02-18,4781,13.0986
"Gustaf Lawrinson",2007-02-06,2020-03-09,4780,13.0959
"Vladamir Rennick",2002-03-17,2015-04-14,4776,13.0849
"Natka Moyer",2010-04-14,2023-05-11,4775,13.0822
"Miles Doppler",2004-07-22,2017-08-17,4774,13.0795
"Guenevere Furney",2008-02-15,2021-03-12,4774,13.0795
"Britte Blofeld",2010-02-02,2023-02-26,4772,13.0740
"Franny Vannozzii",2003-07-26,2016-08-09,4763,13.0493
"Miner Sharpe",2011-05-20,2024-06-02,4762,13.0466
"Alexia Thorns",2004-12-11,2017-12-22,4759,13.0384
"Haven Sandall",2003-11-01,2016-11-05,4753,13.0219
"Reynold Wood",2005-03-19,2018-03-22,4751,13.0164
"Pammy Dudliston",2001-09-05,2014-09-05,4748,13.0082
"Heida Cobbin",2003-09-13,2016-09-09,4745,13.0000
"Trev Pidgeon",2005-09-16,2018-09-03,4735,12.9726
"Pearle Nacci",2009-02-19,2022-02-05,4734,12.9699
"Shanta Reilly",2006-01-19,2019-01-04,4733,12.9671
"Deva Boyd",2009-07-21,2022-07-05,4732,12.9644
"Ara McGillivray",2009-09-07,2022-08-20,4730,12.9589
"Geoffrey Kahler",2001-01-12,2013-12-22,4727,12.9507
"Goldy Stennard",2004-04-07,2017-03-15,4725,12.9452
"Julian Jewer",2008-09-26,2021-09-02,4724,12.9425
"Siward Phelipeaux",2003-02-09,2016-01-11,4719,12.9288
"Phedra Dunkerton",2005-09-12,2018-08-13,4718,12.9260
"Rinaldo Aspden",2002-04-16,2015-03-16,4717,12.9233
"Alaster Munnery",2010-09-10,2023-08-07,4714,12.9151
"Lorenzo Scarlon",2004-10-28,2017-09-19,4709,12.9014
"Maurits Chaffe",2007-06-30,2020-05-19,4707,12.8959
"Hal Wardington",2003-06-15,2016-05-02,4705,12.8904
"Piggy Gersam",2002-10-25,2015-09-12,4705,12.8904
"Trescha Clineck",2004-03-20,2017-01-31,4700,12.8767
"Wells Verni",2006-05-15,2019-03-26,4698,12.8712
"Ignace Regenhardt",2004-10-10,2017-08-18,4695,12.8630
"Tabb McLenahan",2005-04-17,2018-02-20,4692,12.8548
"Zachariah Tomkins",2006-05-02,2019-02-25,4682,12.8274
"Dael Hurdman",2008-07-29,2021-05-24,4682,12.8274
"Alonzo Toombes",2009-07-18,2022-05-10,4679,12.8192
"Darlene Mettricke",2008-09-06,2021-06-21,4671,12.7973
"Egor Adamini",2006-11-16,2019-08-28,4668,12.7890
"Elizabet Settle",2003-05-19,2016-02-22,4662,12.7726
"Goober Raden",2003-07-12,2016-04-11,4657,12.7589
"Louisette Kopf",2003-04-22,2016-01-11,4647,12.7315
"Emilie Stodhart",2009-09-26,2022-06-16,4646,12.7288
"Casey Munslow",2005-08-23,2018-05-06,4639,12.7096
"Bryanty Najera",2002-11-02,2015-07-09,4632,12.6904
"Maximo King",2011-09-19,2024-05-20,4627,12.6767
"Karlen Duckworth",2010-05-19,2023-01-17,4626,12.6740
"Cosme Firth",2009-03-09,2021-11-05,4624,12.6685
"Cobb Hacksby",2001-05-23,2014-01-18,4623,12.6658
"Walliw Ebbotts",2006-09-18,2019-05-15,4622,12.6630
"Timotheus Ware",2011-10-26,2024-06-19,4620,12.6575
"Alicia Lown",2011-09-23,2024-05-15,4618,12.6521
"Joya Isaaksohn",2003-08-09,2016-03-29,4616,12.6466
"Micky Tezure",2004-02-27,2016-10-15,4614,12.6411
"Baxy Tonnesen",2001-07-30,2014-03-16,4612,12.6356
"Rosemaria Horsley",2007-12-03,2020-07-17,4610,12.6301
"Michal Tye",2001-11-17,2014-07-02,4610,12.6301
"Rustin Meyer",2009-08-27,2022-04-10,4609,12.6274
"Henrieta Vigurs",2005-05-09,2017-12-19,4607,12.6219
"Judah Hardy-Piggin",2004-11-06,2017-06-17,4606,12.6192
"Elenore Tankus",2008-04-23,2020-12-02,4606,12.6192
"Menard Beatson",2010-05-28,2023-01-04,4604,12.6137
"Brina Gabbetis",2005-05-07,2017-12-10,4600,12.6027
"Natalina Ropars",2007-09-10,2020-04-10,4596,12.5918
"Sibilla Castillon",2005-09-01,2018-04-02,4596,12.5918
"Deane Edel",2006-05-07,2018-11-29,4589,12.5726
"Balduin Kidde",2004-10-31,2017-05-24,4588,12.5699
"Corinna Snap",2005-11-24,2018-06-16,4587,12.5671
"Kenyon Bramford",2006-05-28,2018-12-10,4579,12.5452
"Astrid Wraxall",2008-08-09,2021-02-20,4578,12.5425
"Erich Wickliffe",2011-07-26,2024-02-05,4577,12.5397
"Benjie Vasechkin",2005-06-15,2017-12-20,4571,12.5233
"Felice Jagels",2002-09-03,2015-03-10,4571,12.5233
"Morton Mattioni",2010-10-13,2023-04-15,4567,12.5123
"Joyce Blesdill",2000-11-14,2013-05-11,4561,12.4959
"Dacie Biagioni",2008-02-03,2020-07-29,4560,12.4932
"Melisande Ollerhad",2002-06-08,2014-11-27,4555,12.4795
"Mikkel Alenin",2007-05-09,2019-10-26,4553,12.4740
"Pen Bohlje",2002-09-06,2015-02-21,4551,12.4685
"Dugald Schleicher",2011-07-17,2023-12-27,4546,12.4548
"Elli Pesticcio",2000-10-30,2013-04-11,4546,12.4548
"Edlin Boissieux",2001-06-06,2013-11-13,4543,12.4466
"Gale Dreossi",2006-02-02,2018-07-01,4532,12.4164
"Merry Merck",2005-05-21,2017-10-17,4532,12.4164
"Terrel Spinney",2009-04-11,2021-09-06,4531,12.4137
"Eustace Callow",2007-06-20,2019-11-12,4528,12.4055
"Ambrosius Caff",2001-12-14,2014-05-04,4524,12.3945
"Min Patron",2003-05-15,2015-09-30,4521,12.3863
"Bertine Parnell",2004-03-14,2016-07-30,4521,12.3863
"Sherri Kelcher",2004-12-18,2017-05-02,4518,12.3781
"Breanne Keming",2005-03-16,2017-07-28,4517,12.3753
"Elga Rides",2005-08-16,2017-12-23,4512,12.3616
"Grace Franklen",2004-05-18,2016-09-15,4503,12.3370
"King Collibear",2007-09-11,2020-01-07,4501,12.3315
"Dottie McLardie",2005-05-30,2017-09-11,4487,12.2932
"Robyn Giacopini",2006-05-19,2018-08-18,4474,12.2575
"Perrine Plewright",2012-03-31,2024-06-27,4471,12.2493
"Andre Grumble",2003-04-23,2015-07-19,4470,12.2466
"Sioux Horick",2008-04-30,2020-07-24,4468,12.2411
"Kristine Meads",2001-12-14,2014-03-09,4468,12.2411
"Clerc Cauley",2003-10-16,2016-01-04,4463,12.2274
"Gwenora Heskin",2009-07-28,2021-10-08,4455,12.2055
"Barbaraanne Ilyasov",2005-05-25,2017-07-31,4450,12.1918
"Gale Legion",2001-07-03,2013-09-05,4447,12.1836
"Koren Cornbill",2007-09-11,2019-11-07,4440,12.1644
"Nicola Winterburn",2009-02-25,2021-04-19,4436,12.1534
"Adair Retter",2009-07-06,2021-08-27,4435,12.1507
"Debby Brody",2005-12-15,2018-01-31,4430,12.1370
"Shurlock Alcoran",2010-04-07,2022-05-21,4427,12.1288
"Lisette Barthorpe",2001-01-23,2013-03-04,4423,12.1178
"Care McAree",2004-05-15,2016-06-20,4419,12.1068
"Raleigh O'Corr",2007-06-19,2019-07-23,4417,12.1014
"Ansel Kelso",2009-11-29,2022-01-01,4416,12.0986
"Valentine Hale",2003-11-25,2015-12-25,4413,12.0904
"Brinn Hansbury",2004-08-11,2016-09-10,4413,12.0904
"Derby Skeldon",2004-05-29,2016-06-23,4408,12.0767
"Kaia Meecher",2002-01-15,2014-02-07,4406,12.0712
"Johnathan Randell",2002-01-10,2014-01-30,4403,12.0630
"Pavia Howels",2006-02-07,2018-02-22,4398,12.0493
"Novelia Rosenbloom",2008-04-13,2020-04-24,4394,12.0384
"Meara Mound",2001-11-24,2013-12-01,4390,12.0274
"Eugenius Enoksson",2003-04-10,2015-04-15,4388,12.0219
"Kelby Richardin",2009-10-08,2021-10-10,4385,12.0137
"Ker Douberday",2006-07-07,2018-07-09,4385,12.0137
"Elnar Poter",2003-12-07,2015-12-06,4382,12.0055
"Cate Laughton",2008-06-09,2020-06-03,4377,11.9918
"Ogden Anersen",2010-07-29,2022-07-17,4371,11.9753
"Anatole Niblett",2004-11-02,2016-10-18,4368,11.9671
"Ian Odgers",2004-12-20,2016-12-02,4365,11.9589
"Sibeal Sodory",2008-09-02,2020-08-10,4360,11.9452
"Milicent Muir",2003-11-25,2015-11-02,4360,11.9452
"Harper Rimbault",2012-04-17,2024-03-23,4358,11.9397
"Adena Pharrow",2006-02-16,2018-01-22,4358,11.9397
"Joni Passion",2012-06-19,2024-05-24,4357,11.9370
"Juliette Skain",2010-09-02,2022-08-02,4352,11.9233
"Friedrich Kindleside",2008-11-20,2020-10-20,4352,11.9233
"Halley Fratson",2001-01-15,2012-12-14,4351,11.9205
"Bartram Bremner",2003-06-15,2015-05-02,4339,11.8877
"Marin Siaspinski",2009-11-28,2021-10-04,4328,11.8575
"Gerrie Laise",2012-07-06,2024-05-09,4325,11.8493
"Allix Ainscow",2004-01-16,2015-11-18,4324,11.8466
"Levin Jozwiak",2000-10-29,2012-08-30,4323,11.8438
"Eleanor Whillock",2005-12-21,2017-10-20,4321,11.8384
"Billy Kivell",2008-03-06,2020-01-03,4320,11.8356
"Morganne Fenelon",2007-11-27,2019-09-23,4318,11.8301
"Marsh Chable",2001-05-14,2013-03-07,4315,11.8219
"Britney Garfitt",2000-10-21,2012-08-03,4304,11.7918
"Barbee Apfel",2011-10-05,2023-07-17,4303,11.7890
"Katharyn Frost",2008-10-29,2020-08-08,4301,11.7836
"Nick Ledington",2006-12-08,2018-09-14,4298,11.7753
"Gelya Moyer",2012-08-29,2024-06-03,4296,11.7699
"Claudian Wavell",2007-01-20,2018-10-25,4296,11.7699
"Brandtr Tilbury",2012-02-19,2023-11-22,4294,11.7644
"Livvy Temperley",2004-04-24,2016-01-20,4288,11.7479
"Allie Deverick",2007-08-11,2019-05-06,4286,11.7425
"Emma Agar",2011-10-11,2023-07-04,4284,11.7370
"Sam Boyett",2005-05-26,2017-02-12,4280,11.7260
"Tildy Elsip",2008-01-24,2019-10-09,4276,11.7151
"Nobe Dannel",2009-08-18,2021-05-02,4275,11.7123
"Margie MacDonnell",2002-10-15,2014-06-26,4272,11.7041
"Redford Garlinge",2004-07-12,2016-03-18,4267,11.6904
"Coop Castenda",2012-09-23,2024-05-30,4267,11.6904
"Naomi Vankov",2006-04-11,2017-12-04,4255,11.6575
"Donnell O'Lagen",2005-11-06,2017-07-01,4255,11.6575
"Marcelia Lowe",2001-08-17,2013-04-05,4249,11.6411
"Adan Kenwyn",2006-11-21,2018-07-08,4247,11.6356
"Barbara-anne Ronaghan",2009-08-22,2021-04-05,4244,11.6274
"Tedie Callander",2005-01-22,2016-09-05,4244,11.6274
"Korey Roloff",2004-01-29,2015-09-11,4243,11.6247
"Sarene Malamore",2005-02-06,2016-09-15,4239,11.6137
"Lurlene Ciementini",2009-09-28,2021-05-06,4238,11.6110
"Alethea Belford",2001-05-02,2012-11-29,4229,11.5863
"Robers Heifer",2006-04-23,2017-11-10,4219,11.5589
"Arvin Pryke",2006-08-17,2018-02-28,4213,11.5425
"Ariana McGinnis",2003-08-22,2015-03-02,4210,11.5342
"Karalynn Liptrot",2001-02-12,2012-08-20,4207,11.5260
"Morris Polle",2007-11-25,2019-05-30,4204,11.5178
"Rhodia Kildahl",2010-03-11,2021-09-10,4201,11.5096
"Dasha Thon",2006-12-16,2018-06-17,4201,11.5096
"Claudio Gathercole",2002-09-28,2014-03-30,4201,11.5096
"Linzy Geeves",2008-07-24,2020-01-21,4198,11.5014
"Minor Addess",2003-03-02,2014-08-29,4198,11.5014
"Kiley Cullinan",2011-07-02,2022-12-27,4196,11.4959
"Valli Loveless",2001-04-17,2012-10-11,4195,11.4932
"Lavina Clemenzo",2002-12-31,2014-06-24,4193,11.4877
"Derby Le Marchant",2010-05-21,2021-11-11,4192,11.4849
"Diandra Bourget",2003-07-26,2015-01-14,4190,11.4795
"Sheba Cuff",2009-06-18,2020-12-06,4189,11.4767
"Xena Brammer",2011-04-18,2022-10-05,4188,11.4740
"Elmer Sirr",2009-06-12,2020-11-28,4187,11.4712
"Raviv Annets",2001-07-24,2013-01-06,4184,11.4630
"Matelda Bortolazzi",2012-07-07,2023-12-19,4182,11.4575
"Athene Gerrels",2001-06-13,2012-11-22,4180,11.4521
"Gregorio Hugnin",2007-04-14,2018-09-19,4176,11.4411
"Nickola Scardafield",2007-02-02,2018-07-09,4175,11.4384
"Boigie Bernuzzi",2004-05-05,2015-10-04,4169,11.4219
"Blinnie Hunton",2005-06-25,2016-11-23,4169,11.4219
"Orion Holburn",2009-11-27,2021-04-16,4158,11.3918
"Corie Josofovitz",2008-06-19,2019-11-03,4154,11.3808
"Luther Bundy",2004-07-12,2015-11-22,4150,11.3699
"Edwina Wressell",2006-12-23,2018-04-30,4146,11.3589
"Janel Sponer",2012-03-26,2023-08-01,4145,11.3562
"Even Dymock",2013-01-02,2024-05-03,4139,11.3397
"Vinnie Wressell",2011-11-23,2023-03-23,4138,11.3370
"Sarajane Miner",2004-07-24,2015-11-22,4138,11.3370
"Lou Pettus",2009-04-25,2020-08-19,4134,11.3260
"Glynis Sayre",2010-11-06,2022-03-02,4134,11.3260
"Gay Henriet",2001-12-01,2013-03-24,4131,11.3178
"Miquela Ruggiero",2006-10-14,2018-02-04,4131,11.3178
"Marlin Dutton",2003-08-14,2014-12-04,4130,11.3151
"Bernardine Artois",2004-02-11,2015-06-02,4129,11.3123
"Lisle Cadalleder",2002-12-02,2014-03-21,4127,11.3068
"Helsa Rapsey",2000-12-14,2012-03-23,4117,11.2795
"Bartholemy Slixby",2011-09-16,2022-12-20,4113,11.2685
"Darius Kalisz",2010-12-25,2022-03-28,4111,11.2630
"Carny Bumpus",2012-03-17,2023-06-19,4111,11.2630
"Sharia Riddock",2006-10-18,2018-01-16,4108,11.2548
"Antony Kop",2011-01-04,2022-04-03,4107,11.2521
"Norbert Chazelas",2009-06-04,2020-09-01,4107,11.2521
"Corissa Alenichicov",2002-10-31,2014-01-22,4101,11.2356
"Spense Hinstock",2006-01-01,2017-03-22,4098,11.2274
"Leontyne O'Lehane",2004-12-14,2016-02-27,4092,11.2110
"Mitch Whimper",2008-09-23,2019-11-25,4080,11.1781
"Sherwood Penberthy",2002-11-30,2014-01-29,4078,11.1726
"Myron Whatley",2012-12-22,2024-02-15,4072,11.1562
"Borden Burgyn",2003-12-20,2015-02-07,4067,11.1425
"Georgy Snailham",2009-01-10,2020-02-25,4063,11.1315
"Mike Petegrew",2002-06-06,2013-07-12,4054,11.1068
"Artemas Gillmor",2007-01-03,2018-01-25,4040,11.0685
"Gerry Wishkar",2009-02-02,2020-02-22,4037,11.0603
"Toddy Agget",2003-07-16,2014-07-28,4030,11.0411
"Royal Wais",2005-06-14,2016-06-23,4027,11.0329
"Quincey Ciccerale",2011-07-03,2022-07-04,4019,11.0110
"Herta Henstone",2007-10-18,2018-10-13,4013,10.9945
"Feliza Chittie",2008-01-25,2019-01-19,4012,10.9918
"Andrea Vautin",2007-05-28,2018-05-16,4006,10.9753
"Gabrielle Grogan",2003-12-18,2014-12-04,4004,10.9699
"Tuck Symson",2012-05-08,2023-04-18,3997,10.9507
"Melesa Walles",2004-08-04,2015-07-15,3997,10.9507
"Thorsten Sealy",2013-02-04,2024-01-15,3997,10.9507
"Esteban Poupard",2009-07-29,2020-07-03,3992,10.9370
"Ruthie Claringbold",2008-11-08,2019-10-14,3992,10.9370
"Gayel Sawforde",2010-09-14,2021-08-03,3976,10.8932
"Matilda Tomson",2007-08-04,2018-06-17,3970,10.8767
"Dilly Brisseau",2003-06-22,2014-05-02,3967,10.8685
"Konstance Tumini",2005-07-04,2016-05-12,3965,10.8630
"Reed Simeonov",2011-09-25,2022-08-03,3965,10.8630
"Marcia MacTrustie",2005-10-04,2016-08-05,3958,10.8438
"Geri Wishart",2005-11-16,2016-09-12,3953,10.8301
"Margo Tasker",2010-05-02,2021-02-23,3950,10.8219
"Demetrius Repp",2005-06-19,2016-04-12,3950,10.8219
"Cordie Arderne",2009-01-23,2019-11-16,3949,10.8192
"Muire Meltetal",2012-04-24,2023-02-12,3946,10.8110
"Lynelle Scoles",2008-05-16,2019-02-26,3938,10.7890
"Seline Nerheny",2002-05-05,2013-02-13,3937,10.7863
"Jemmie Tyght",2011-01-14,2021-10-20,3932,10.7726
"Marabel Dysert",2012-08-14,2023-05-18,3929,10.7644
"Timothea Caldayrou",2006-09-15,2017-06-01,3912,10.7178
"Matty Gallanders",2006-07-10,2017-03-25,3911,10.7151
"Nan Laverack",2007-02-13,2017-10-27,3909,10.7096
"Ruttger Passby",2002-05-09,2013-01-19,3908,10.7068
"Giselle Ashcroft",2009-09-24,2020-06-04,3906,10.7014
"Bart Hoston",2012-01-10,2022-09-12,3898,10.6795
"Noellyn Coultard",2004-11-08,2015-07-12,3898,10.6795
"Dudley Ambrosch",2009-08-25,2020-04-26,3897,10.6767
"Artie Brazer",2006-12-03,2017-07-22,3884,10.6411
"Lyell Paddell",2011-09-18,2022-05-05,3882,10.6356
"Stacee Manna",2000-11-21,2011-07-08,3881,10.6329
"Barbaraanne Crone",2011-11-14,2022-06-12,3863,10.5836
"Gina Killik",2010-11-30,2021-06-28,3863,10.5836
"Gilbertine Ferney",2007-06-21,2018-01-15,3861,10.5781
"Eleonora Kermath",2003-12-27,2014-07-21,3859,10.5726
"Ludovico Pyner",2013-04-08,2023-10-27,3854,10.5589
"Anna-diane Bauldry",2001-07-28,2012-02-08,3847,10.5397
"Goldina Boerderman",2008-10-07,2019-04-18,3845,10.5342
"Ingemar Skipworth",2010-05-15,2020-11-14,3836,10.5096
"Veradis Grimditch",2001-09-24,2012-03-23,3833,10.5014
"Adorne Mattia",2005-12-30,2016-06-25,3830,10.4932
"Marris Fley",2011-10-01,2022-03-24,3827,10.4849
"Correna Tumielli",2002-06-03,2012-11-17,3820,10.4658
"Ara Klimushev",2005-12-03,2016-05-11,3812,10.4438
"Janis Orhtmann",2003-09-24,2014-02-27,3809,10.4356
"Marla Franceschi",2003-02-02,2013-07-05,3806,10.4274
"Ashbey Dubique",2012-04-27,2022-09-20,3798,10.4055
"Debora MacElroy",2002-05-16,2012-10-08,3798,10.4055
"Ludovika Tatterton",2006-02-11,2016-07-05,3797,10.4027
"Alexia Dermott",2010-03-23,2020-08-14,3797,10.4027
"Nataline Dannell",2010-01-12,2020-06-03,3795,10.3973
"Fedora Koenraad",2011-10-22,2022-03-12,3794,10.3945
"Roldan Gladhill",2009-01-22,2019-06-07,3788,10.3781
"Davis Fenimore",2011-07-12,2021-11-16,3780,10.3562
"Glyn Ciccetti",2003-08-19,2013-12-24,3780,10.3562
"Selma Sivill",2007-07-28,2017-11-25,3773,10.3370
"Abagael Wadeling",2013-11-15,2024-03-04,3762,10.3068
"Eugine Baskett",2005-03-18,2015-07-05,3761,10.3041
"Susy Skerritt",2009-11-29,2020-03-14,3758,10.2959
"Lorens Henningham",2004-10-06,2015-01-16,3754,10.2849
"Orelia Russon",2002-12-01,2013-03-11,3753,10.2822
"Sherwin Danilchev",2008-07-07,2018-10-15,3752,10.2795
"Darrick Kimbling",2002-03-20,2012-06-25,3750,10.2740
"Bethina Mathissen",2001-12-23,2012-03-28,3748,10.2685
"Tobie Scriven",2001-11-30,2012-02-26,3740,10.2466
"Maible Ipsgrave",2013-06-20,2023-09-15,3739,10.2438
"Melva Mynett",2008-04-19,2018-07-15,3739,10.2438
"Nigel Simper",2008-11-10,2019-02-04,3738,10.2411
"Kalil Haestier",2002-12-11,2013-02-24,3728,10.2137
"Jany Hawken",2001-09-02,2011-11-12,3723,10.2000
"Bryant Dictus",2006-01-31,2016-04-10,3722,10.1973
"Johnath Cano",2009-12-02,2020-02-07,3719,10.1890
"Sabrina Childerley",2014-02-11,2024-04-16,3717,10.1836
"Krispin Blades",2008-06-20,2018-08-24,3717,10.1836
"Aloysius Shelborne",2010-02-14,2020-04-17,3715,10.1781
"Abran Redmell",2009-12-11,2020-02-09,3712,10.1699
"Gerti Stroulger",2001-05-01,2011-06-27,3709,10.1616
"Umberto Vasilchikov",2013-07-23,2023-09-16,3707,10.1562
"Katey Verillo",2008-04-17,2018-06-09,3705,10.1507
"Julissa Khosa",2011-02-13,2021-04-06,3705,10.1507
"Frasquito Frape",2002-06-29,2012-08-16,3701,10.1397
"Georgine Brugden",2007-02-28,2017-04-16,3700,10.1370
"Murdoch Pomery",2005-09-03,2015-10-17,3696,10.1260
"Lena Wimms",2011-05-01,2021-06-11,3694,10.1205
"Jacques Claypoole",2009-08-20,2019-09-28,3691,10.1123
"Nessi Duffan",2013-04-13,2023-05-20,3689,10.1068
"Gustie Panswick",2008-04-16,2018-05-21,3687,10.1014
"Klarika Cutford",2012-01-07,2022-02-05,3682,10.0877
"Berky Forsyde",2008-06-20,2018-07-16,3678,10.0767
"Shem Bartolomeo",2011-12-14,2022-01-07,3677,10.0740
"Ronna Simoncelli",2003-02-08,2013-03-01,3674,10.0658
"Ramon Rawll",2005-04-22,2015-05-13,3673,10.0630
"Buckie Rohloff",2005-10-15,2015-10-27,3664,10.0384
"Geri Geale",2013-04-22,2023-04-25,3655,10.0137
"Shayne Glavis",2011-08-28,2021-08-29,3654,10.0110
"Sammie Dormon",2011-03-17,2021-03-16,3652,10.0055
"Aubrette Sayle",2005-10-26,2015-10-24,3650,10.0000
"Mathilde Steen",2010-06-15,2020-06-09,3647,9.9918
"Walsh Tankin",2004-03-16,2014-03-02,3638,9.9671
"Brinna Beet",2008-08-25,2018-08-08,3635,9.9589
"Electra Glencross",2004-12-23,2014-12-05,3634,9.9562
"Farica Burtt",2000-12-27,2010-12-09,3634,9.9562
"Hayden McLeod",2011-04-21,2021-04-02,3634,9.9562
"Fee Vido",2004-04-13,2014-03-21,3629,9.9425
"Queenie Conner",2002-12-07,2012-11-12,3628,9.9397
"Hildagard Whittock",2006-02-27,2016-01-28,3622,9.9233
"Kassia Davidavidovics",2013-08-03,2023-07-04,3622,9.9233
"Alexandre Sicha",2006-09-15,2016-08-14,3621,9.9205
"Arabel Richings",2007-03-06,2017-01-23,3611,9.8932
"Hyatt Awde",2001-10-26,2011-09-15,3611,9.8932
"Kean Herreran",2002-09-15,2012-08-02,3609,9.8877
"Alexina Laxston",2012-05-17,2022-04-03,3608,9.8849
"Daisie Leggan",2004-02-06,2013-12-21,3606,9.8795
"Lind McManamon",2011-10-20,2021-08-29,3601,9.8658
"Deidre Brewitt",2007-06-19,2017-04-27,3600,9.8630
"Matty Chalmers",2005-09-04,2015-07-12,3598,9.8575
"Winslow Richfield",2005-11-09,2015-09-14,3596,9.8521
"Reine Robus",2014-06-24,2024-04-21,3589,9.8329
"Margy Skipperbottom",2002-09-09,2012-07-07,3589,9.8329
"Jess Fidal",2004-03-09,2013-12-29,3582,9.8137
"Daffie Lammertz",2001-06-11,2011-03-29,3578,9.8027
"Brandtr Beastall",2010-04-01,2020-01-05,3566,9.7699
"Corrinne Very",2005-06-21,2015-03-23,3562,9.7589
"Cinda Brinicombe",2014-01-29,2023-10-31,3562,9.7589
"Remy Halewood",2010-05-23,2020-02-14,3554,9.7370
"Leanor Lissett",2006-07-14,2016-04-06,3554,9.7370
"Lebbie McConway",2004-05-03,2014-01-23,3552,9.7315
"Pennie Lamanby",2013-10-08,2023-06-27,3549,9.7233
"Worden Bertlin",2008-01-14,2017-09-30,3547,9.7178
"Pavia Walkley",2004-09-24,2014-06-11,3547,9.7178
"Devy McFeat",2003-11-07,2013-07-20,3543,9.7068
"Liane Selvey",2004-03-03,2013-11-11,3540,9.6986
"Richmound Baumber",2006-08-27,2016-04-30,3534,9.6822
